0,433
1,101
2,147
3,86
4,143
5,95
6,105
7,100
8,91
9,91
10,98
11,94
12,93
13,96
14,96
15,184
16,87
17,101
18,90
19,90
20,90
21,90
22,90
23,86
24,87
25,91
26,90
27,80
28,80
29,75
30,172
31,75
32,65
33,120
34,66
35,63
36,155
37,64
38,64
39,66
40,115
41,70
42,72
43,159
44,116
45,69
46,68
47,72
48,73
49,75
50,73
51,122
52,71
53,73
54,68
55,111
56,73
57,71
58,74
59,121
60,78
61,79
62,73
63,78
64,76
65,80
66,78
67,82
68,88
69,85
70,76
71,86
72,128
73,89
74,77
75,119
76,70
77,70
78,71
79,71
80,123
81,121
82,72
83,67
84,114
85,68
86,72
87,76
88,74
89,77
90,81
91,125
0,238
1,104
2,97
3,97
4,141
5,109
6,92
7,103
8,99
9,95
10,91
11,100
12,136
13,89
14,106
15,94
16,143
17,89
18,94
19,95
20,94
21,100
22,142
23,109
24,100
25,87
26,84
27,81
28,80
29,74
30,72
31,72
32,67
33,206
34,65
35,66
36,68
37,72
38,70
39,71
40,112
41,68
42,66
43,118
44,75
45,71
46,71
47,70
48,70
49,115
50,71
51,71
52,68
53,68
54,118
55,291
56,69
57,71
58,73
59,117
60,69
61,134
62,76
63,85
64,82
65,76
66,82
67,127
68,81
69,81
70,135
71,81
72,84
73,79
74,168
75,84
76,76
77,75
78,76
79,119
80,72
81,77
82,70
83,64
84,114
85,75
86,75
87,71
88,74
89,77
90,74
91,81
0,326
1,221
2,101
3,86
4,86
5,88
6,82
7,91
8,101
9,92
10,102
11,136
12,96
13,87
14,89
15,93
16,87
17,87
18,91
19,88
20,85
21,91
22,83
23,91
24,86
25,138
26,88
27,117
28,80
29,75
30,120
31,114
32,73
33,79
34,68
35,64
36,109
37,65
38,65
39,69
40,63
41,63
42,63
43,108
44,110
45,67
46,113
47,66
48,66
49,70
50,69
51,215
52,67
53,109
54,69
55,71
56,68
57,69
58,72
59,73
60,76
61,77
62,77
63,119
64,74
65,355
66,79
67,80
68,94
69,118
70,78
71,77
72,74
73,78
74,74
75,72
76,74
77,67
78,68
79,72
80,73
81,69
82,69
83,72
84,72
85,67
86,70
87,71
88,72
89,71
90,113
91,121
0,339
1,163
2,94
3,93
4,98
5,93
6,89
7,142
8,106
9,105
10,92
11,103
12,90
13,89
14,88
15,90
16,91
17,89
18,98
19,149
20,91
21,89
22,91
23,89
24,86
25,98
26,89
27,81
28,76
29,72
30,71
31,68
32,70
33,119
34,70
35,115
36,87
37,68
38,116
39,71
40,217
41,66
42,69
43,67
44,69
45,161
46,86
47,68
48,110
49,75
50,75
51,73
52,208
53,73
54,71
55,76
56,75
57,72
58,73
59,113
60,73
61,72
62,75
63,78
64,77
65,77
66,81
67,81
68,80
69,79
70,81
