3,12407
3,12931
3,13537
3,14015
3,12960
3,12264
3,13370
3,14011
3,14109
3,13271
3,11988
3,12551
3,14060
3,12347
3,13875
3,13223
3,13235
3,13790
3,14083
3,12917
3,12659
3,13171
3,10861
3,12775
3,12116
3,11541
3,12994
3,12774
3,13629
3,13541
4,18517
4,17391
4,15230
4,15283
4,16535
4,17789
4,18911
4,16618
4,18789
4,15731
4,13554
4,18240
4,19473
4,20491
4,17753
5,21955
5,20008
5,20488
5,25004
5,23666
5,21383
5,22161
5,22076
5,20406
5,22508
5,20487
5,22371
5,20007
5,21068
5,22393
8,36890
8,40233
8,37175
8,39138
8,35171
8,39978
8,35114
8,33869
8,35012
8,36887
8,39092
8,39973
8,37006
8,34146
8,35561
16,73193
16,76191
16,79550
16,84925
16,74474
16,76994
16,72144
16,82732
16,80415
16,80281
16,80246
16,82341
16,76206
16,75070
16,81408
32,169651
32,164452
32,171662
32,167826
32,170181
32,163593
32,152956
32,155086
32,163909
32,161748
32,161486
32,156172
32,170628
32,163620
32,156731
64,356119
64,351045
64,366629
64,337363
64,331013
64,358771
