timedelta
25298
19993
29720
26319
22077
24685
29532
23903
20256
26059
21966
31688
28807
26077
28994
19155
28158
22763
27262
26444
24338
20016
24246
22637
26382
34350
20942
33630
26513
26671
26493
26179
28374
26951
26663
25127
27485
24345
23575
25021
26855
30154
24488
33358
27009
32033
26006
27412
18999
26277
