66
28
17
15
15
17
17
12
11
12
10
11
11
12
10
11
10
12
16
9
9
11
12
11
11
9
11
11
11
10
11
11
10
10
15
10
11
10
9
11
11
11
10
11
11
11
11
11
11
10
10
15
10
9
9
11
10
10
9
10
10
10
10
11
10
9
9
14
9
8
8
8
9
9
7
8
8
9
9
10
9
10
8
10
9
9
10
9
15
9
8
10
9
10
10
10
