timedelta
444
305
267
458
414
228
248
422
238
232
611
247
243
223
223
267
236
231
606
263
419
242
235
250
231
418
250
416
582
396
245
266
255
239
239
232
431
428
243
230
409
222
421
240
252
231
239
233
247
400
246
435
250
409
231
237
225
232
409
238
222
221
246
237
228
225
406
224
236
247
242
237
234
413
401
223
249
229
244
240
250
236
403
249
228
245
254
408
258
433
251
273
248
220
380
229
228
244
210
230
247
230
238
249
235
214
239
239
411
405
247
225
229
220
231
417
239
225
218
210
238
234
244
223
239
233
240
245
391
261
274
397
427
214
401
232
218
244
233
246
250
225
255
247
239
237
238
229
234
233
254
250
215
237
209
234
247
574
249
243
239
220
253
225
243
249
222
261
249
234
246
410
236
392
410
223
257
420
235
229
233
243
224
242
238
248
226
237
232
232
258
733
235
416
238
244
250
237
244
205
229
229
225
424
239
237
242
244
251
231
431
245
242
434
406
443
303
624
372
301
235
248
256
241
251
255
248
269
258
244
249
243
251
257
306
223
581
229
248
235
236
233
241
224
217
402
229
239
217
572
248
226
230
233
261
228
231
440
246
229
554
237
390
240
401
251
409
227
235
238
236
406
243
401
241
576
237
228
236
236
403
426
238
401
252
241
229
252
398
237
243
225
233
259
224
417
234
263
417
225
221
230
229
221
243
569
245
234
230
241
412
394
238
233
240
243
249
230
235
247
410
235
232
238
235
403
232
231
239
412
230
219
231
225
246
243
249
237
414
241
236
231
420
246
236
238
228
252
242
425
237
230
245
396
238
229
234
431
256
250
237
241
409
249
242
244
258
260
237
238
230
235
242
229
272
231
219
231
238
239
237
231
571
237
404
250
232
255
228
241
229
248
244
209
239
569
253
232
232
412
233
409
221
237
234
219
413
223
240
236
229
229
402
226
398
238
227
413
224
405
251
246
233
403
220
232
233
224
244
234
224
415
240
241
243
252
232
227
231
230
222
236
239
565
266
233
245
237
232
219
247
240
249
236
224
247
403
234
251
412
229
217
242
227
410
254
238
232
220
277
255
237
248
248
221
227
233
246
229
236
234
222
395
236
239
214
233
241
220
222
235
234
405
430
237
225
243
398
236
244
234
394
242
228
242
250
408
405
232
227
233
227
398
230
234
226
239
232
229
213
248
222
232
217
243
229
246
217
224
249
227
238
230
228
238
249
233
228
389
225
216
229
232
221
238
238
235
410
237
232
244
240
390
239
237
421
234
224
242
217
220
225
244
219
247
235
241
254
242
226
230
213
229
224
234
398
224
241
232
228
243
240
394
239
227
254
241
233
241
220
242
230
225
224
240
233
397
232
228
241
231
231
408
254
236
238
236
415
230
246
251
240
230
245
223
234
240
237
230
399
247
398
244
243
227
224
230
237
242
227
253
236
226
240
229
231
220
407
228
234
225
241
550
240
233
226
413
236
219
238
245
235
228
394
246
224
242
409
225
238
229
239
250
247
224
208
241
213
394
226
230
232
228
243
252
234
241
227
244
236
254
225
225
250
580
405
227
232
227
227
237
238
223
230
253
240
236
234
238
400
237
276
226
247
240
229
239
227
395
226
232
243
241
398
244
223
226
228
230
241
227
240
436
231
227
241
237
242
236
233
237
226
233
231
219
223
225
405
241
233
248
410
238
220
238
236
228
227
233
250
396
248
388
225
254
230
225
239
758
240
233
247
221
395
241
422
219
235
241
407
230
229
243
400
232
569
242
226
274
227
245
234
232
222
236
226
226
227
223
222
735
240
234
243
406
236
227
235
252
230
422
235
244
222
244
228
225
245
205
221
410
245
234
398
391
266
230
228
232
414
238
237
234
236
221
235
225
231
396
255
221
242
405
233
238
222
233
225
404
225
412
401
224
235
225
269
236
403
222
390
246
237
257
414
228
417
231
237
234
237
234
251
580
389
254
402
239
235
224
240
235
230
399
246
223
228
240
240
236
233
229
223
586
229
225
227
246
230
253
224
234
240
218
228
398
237
235
246
409
244
241
240
230
247
226
251
271
425
237
224
230
229
227
400
233
230
223
241
224
251
430
232
217
241
244
225
578
389
239
235
238
227
391
226
231
247
223
224
220
243
251
238
229
221
239
231
229
252
239
237
247
232
225
247
264
236
236
250
253
233
232
230
232
243
235
228
245
250
229
226
237
225
230
381
234
224
236
250
238
246
244
221
237
236
232
217
232
231
222
229
225
239
243
236
229
235
229
233
231
245
