4,901
4,940
4,1062
4,1231
4,965
4,985
4,952
4,1047
4,1106
4,826
4,866
4,887
4,880
4,971
4,957
5,898
5,1041
5,888
5,944
5,872
5,839
5,1153
5,923
5,1002
5,864
5,864
5,884
5,837
5,889
5,889
8,956
8,903
8,946
8,916
8,1207
8,921
8,1101
8,1020
8,1064
8,1040
8,1027
8,1105
8,1299
8,1000
8,983
16,1069
16,1182
16,1092
16,1135
16,1109
16,1079
16,1158
16,1078
16,1120
16,1027
16,1176
16,1159
16,1149
16,1279
16,1237
32,1568
32,1447
32,1448
32,1553
32,1555
32,1469
32,1485
32,1385
32,1731
32,1477
32,1432
32,1407
32,1327
32,1437
32,1540
64,1952
64,2086
64,1904
64,2179
64,2136
64,2235
64,1980
64,2032
64,2069
64,2001
64,1937
64,2269
64,2009
64,2054
64,2234
128,2739
128,2981
128,2699
128,2607
128,2765
128,2762
128,2934
128,2800
128,2882
128,2889
128,2831
128,2653
128,3079
128,2581
128,2719
192,3601
192,3897
192,3770
192,3505
192,3461
192,3532
192,3468
192,3567
192,3829
192,3724
192,3389
192,3425
192,3557
192,3471
192,3641
3,1049
3,1081
3,955
3,849
3,880
3,871
3,909
3,943
3,1028
3,1028
3,1057
3,862
3,1053
3,992
3,1003
