2,1859
4,1825
8,2146
10,2225
20,2923
40,4117
60,5657
80,6486
100,7992
120,9754
140,10651
180,12970
220,15097
250,17906
2,1819
4,1896
8,2055
10,2084
20,3063
40,4345
60,5678
80,6658
100,8114
120,9008
140,11019
180,12743
220,15354
250,17799
2,1823
4,1834
8,2179
10,2333
20,2716
40,3951
60,5381
80,6585
100,7973
120,9735
140,10678
180,12898
220,15487
250,17402
2,1708
4,1849
8,2079
10,2467
20,2987
40,4045
60,5605
80,7018
100,8683
120,9380
140,10961
180,13560
220,15415
250,17554
2,1839
4,1911
8,2060
10,2471
20,3031
40,4443
60,5354
80,7138
100,8323
120,8945
140,10496
180,12875
220,15604
250,16955
2,1730
4,1868
8,2063
10,2293
20,2878
40,4135
60,5370
80,7015
100,7988
120,9225
140,10470
180,12982
220,15517
250,17143
2,1759
4,1714
8,2092
10,2336
20,2797
40,4168
60,5455
80,6587
100,7719
120,9331
140,10619
180,12910
220,14847
250,17372
2,1767
4,1899
8,2211
10,2252
20,2797
40,4291
60,5365
80,7337
100,7806
120,9131
140,10274
180,13167
220,14948
250,17169
2,1786
4,1900
8,2143
10,2304
20,2930
40,4193
60,5890
80,6940
100,7477
120,9091
140,10645
180,13296
220,15315
250,17657
2,1681
4,2014
8,2326
10,2327
20,2821
40,4345
60,5722
80,7023
100,8165
120,9378
140,10783
180,15495
220,14672
250,16912
2,1598
4,1855
8,2328
10,2125
20,2803
40,4160
60,5557
80,6660
100,8613
120,9184
140,10620
180,13472
220,15342
250,17675
2,1548
4,2129
8,2278
10,2205
20,3101
40,4411
60,5363
80,6660
100,7979
120,8788
140,10428
180,12658
220,15371
250,17711
2,1660
4,1813
8,2134
10,2528
20,2781
40,4550
60,5575
80,6653
100,7786
120,9086
140,10125
180,12368
220,15093
250,17366
2,1879
4,1793
8,2153
10,2343
20,2858
40,4271
60,5287
80,6795
100,7761
120,8951
140,9953
180,12950
220,15158
250,16683
2,1623
4,1892
8,1997
10,2154
20,2930
40,4405
60,5632
80,7019
100,8277
120,9217
140,11022
180,12582
220,15505
250,18153
2,1767
4,2014
8,2232
10,2166
20,2744
40,4045
60,5460
80,6763
100,8442
120,8848
140,10706
180,12843
220,16266
250,16994
2,1637
4,1772
8,2137
10,2010
20,2887
40,4496
60,5456
80,6929
100,8159
120,9487
140,10229
180,12508
220,15373
250,16731
2,1757
4,1902
8,2066
10,2267
20,3100
40,4506
60,5607
80,6424
100,8162
120,9155
140,10352
180,13477
220,16550
250,17609
2,2037
4,1836
8,2224
10,2254
20,3018
40,4387
60,5534
80,7010
100,8412
120,10389
140,9986
180,13102
220,15706
250,17568
2,1603
4,1796
8,2026
10,2277
20,3102
40,4359
60,5401
80,6692
100,7876
120,9447
140,10330
180,13622
220,15901
250,17017
2,1655
4,2144
8,2236
10,2275
20,2768
40,4035
60,5400
80,6774
100,8235
120,9188
140,10979
180,13101
220,15327
250,17021
2,1697
4,1931
8,2143
10,2291
20,2976
40,4205
60,5170
80,6983
100,8376
120,9475
140,10903
180,13367
220,15203
250,17209
2,1799
4,1735
8,2034
10,2387
20,2969
40,4379
60,5272
80,6782
100,7753
120,9750
140,10067
180,12556
220,15275
250,17723
2,1668
4,1769
8,2067
10,2248
20,2957
40,4020
60,5750
80,6550
100,7789
120,9068
140,11011
180,13314
220,16089
250,17871
2,1750
4,1932
8,2154
10,2130
20,2799
40,4352
60,5917
80,6918
100,8334
120,8838
140,11185
180,12735
220,15593
250,17493
2,1701
4,1992
8,2179
10,2253
20,3128
40,4032
60,5335
80,6906
100,8073
120,9193
140,10496
180,12756
220,16171
250,17283
2,1686
4,1893
8,2188
10,2196
20,2839
40,4180
60,5819
80,7001
100,7643
120,9634
140,10153
180,12563
220,15843
250,17525
2,1775
4,1913
8,2231
10,2142
20,2851
40,4415
60,5546
80,6828
100,7753
120,9279
140,11188
180,13783
220,15180
250,17965
2,1759
4,1790
8,2077
10,2646
20,2940
40,4201
60,5553
80,6801
100,8253
120,9147
140,10533
180,13099
220,15190
250,18378
2,1768
4,2051
8,2076
10,2245
20,3055
40,4336
60,5351
80,6860
100,7943
120,8970
140,10742
180,13515
220,16073
250,17483
270,18274
300,19714
330,22365
350,22965
380,24386
270,18619
300,21483
330,22353
350,23645
380,25010
270,17602
300,19708
330,21819
350,23596
380,24627
270,17509
300,21218
330,22734
350,22712
380,25758
270,18390
300,19862
330,22604
350,24109
380,24817
270,18643
300,19345
330,21590
350,22512
380,25819
270,19727
300,19825
330,21230
350,24248
380,24351
270,18505
300,20211
330,21521
350,23845
380,26279
270,18593
300,20518
330,22500
350,23520
380,25977
270,18848
300,20328
330,22993
350,22750
380,25806
270,18032
300,20982
330,23095
350,23516
380,25495
270,19099
300,20180
330,22433
350,23369
380,26231
270,18080
300,20182
330,22372
350,22431
380,25226
270,18749
300,19378
330,23798
350,24528
380,24767
270,18758
300,21512
330,22709
350,23393
380,25438
270,19951
300,20067
330,23818
350,23439
380,24980
270,18292
300,20100
330,23023
350,22969
380,26091
270,18311
300,19814
330,22189
350,23200
380,25698
270,18120
300,20054
330,22157
350,24598
380,26450
270,18055
300,20603
330,22819
350,23789
380,25012
270,18870
300,19957
330,23328
350,24257
380,24880
270,19434
300,20895
330,22939
350,25023
380,25809
270,18903
300,19700
330,22400
350,22728
380,24967
270,19024
300,20315
330,22087
350,22895
380,26181
270,18745
300,20946
330,22605
350,23513
380,24298
270,18887
300,20217
330,22200
350,23453
380,26766
270,18316
300,19889
330,21853
350,23211
380,25473
270,17570
300,21883
330,23143
350,23359
380,24510
270,18780
300,20732
330,21877
350,24482
380,25276
270,18411
300,20076
330,22858
350,23925
380,24502
