2,1239
4,1388
6,1619
8,1646
10,1883
12,2070
14,2211
16,2090
18,2278
20,2474
25,2600
30,3004
35,3496
40,3652
45,4200
50,4452
60,4973
70,5772
80,5841
90,6668
100,7615
110,7709
120,8408
130,9205
140,10165
150,9846
160,10564
170,11198
180,12460
190,12856
200,12454
210,14215
220,14019
230,14492
240,15075
250,15946
2,1229
4,1372
6,1546
8,1826
10,2225
12,2100
14,2136
16,2349
18,2164
20,2479
25,2615
30,3101
35,3415
40,3469
45,3880
50,3997
60,5041
70,5345
80,6089
90,6497
100,7093
110,7647
120,8464
130,9210
140,9604
150,9714
160,10965
170,11546
180,12070
190,12697
200,13289
210,13113
220,13855
230,14479
240,15062
250,16027
2,1367
4,1497
6,1766
8,1723
10,1989
12,1806
14,2196
16,2347
18,2244
20,2449
25,2672
30,3026
35,3316
40,3723
45,4373
50,4481
60,4876
70,5641
80,6036
90,7017
100,7492
110,8286
120,8941
130,9465
140,10033
150,10078
160,10055
170,11614
180,11773
190,13742
200,13534
210,13684
220,14185
230,15191
240,15487
250,15596
2,1409
4,1358
6,1715
8,1697
10,1772
12,1718
14,2012
16,2159
18,2470
20,2735
25,2819
30,3075
35,3581
40,3651
45,4415
50,4237
60,4791
70,5515
80,6593
90,6702
100,7614
110,8031
120,8201
130,9167
140,9322
150,10190
160,10685
170,11848
180,13045
190,12694
200,12932
210,14136
220,14257
230,14775
240,15780
250,16028
2,1418
4,1622
6,1605
8,1607
10,1726
12,2012
14,2063
16,2049
18,2593
20,2876
25,2647
30,3175
35,3626
40,3638
45,4281
50,4463
60,5028
70,5192
80,6090
90,6805
100,7173
110,7866
120,8420
130,9222
140,9741
150,10526
160,11404
170,11807
180,11766
190,12587
200,13754
210,13252
220,14680
230,15184
240,14853
250,16148
2,1404
4,1451
6,1529
8,1652
10,1870
12,2057
14,1921
16,2580
18,2192
20,2554
25,2543
30,2974
35,3429
40,3784
45,4419
50,4622
60,4630
70,5391
80,5807
90,6734
100,7288
110,7881
120,8719
130,9197
140,9347
150,10033
160,10303
170,12233
180,11728
190,12471
200,12536
210,13849
220,14157
230,14779
240,16564
250,16474
2,1154
4,1479
6,1506
8,1513
10,1813
12,1819
14,2097
16,2514
18,2306
20,2364
25,3008
30,3166
35,3419
40,3591
45,4030
50,4345
60,5106
70,5694
80,6127
90,6724
100,7124
110,7820
120,8517
130,9134
140,9979
150,10295
160,10493
170,11648
180,11779
190,12021
200,13131
210,14001
220,14179
230,14814
240,15154
250,16281
2,1313
4,1353
6,1581
8,1750
10,1949
12,1889
14,2074
16,2091
18,2436
20,2300
25,2913
30,2950
35,3253
40,3686
45,4032
50,4095
60,4786
70,5457
80,6170
90,6697
100,7629
110,8094
120,8335
130,9018
140,9900
150,10445
160,10974
170,11481
180,12366
190,12843
200,12821
210,13842
220,14049
230,14175
240,14983
250,15707
2,1504
4,1346
6,1608
8,1716
10,1832
12,1946
14,2043
16,2029
18,2255
20,2755
25,2622
30,3487
35,3293
40,3868
45,4152
50,4549
60,4954
70,5533
80,6241
90,7189
100,7619
110,7985
120,8289
130,9041
140,9136
150,10739
160,10724
170,11339
180,12225
190,12332
200,14039
210,16459
220,13685
230,14968
240,14991
250,15828
2,1273
4,1378
6,1655
8,1702
10,1927
12,1930
14,1961
16,2340
18,2466
20,2544
25,2617
30,3258
35,3396
40,3711
45,4175
50,4207
60,5410
70,5770
80,6218
90,6185
100,7497
110,7642
120,8322
130,9518
140,9721
150,9921
160,10780
170,10875
180,11753
190,12512
200,13067
210,13723
220,13666
230,14826
240,15289
250,16562
2,1227
4,1390
6,1590
8,1634
10,1905
12,1982
14,2215
16,2068
18,2140
20,2639
25,2661
30,3177
35,3482
40,3608
45,4047
50,4618
60,4973
70,5591
80,6179
90,6887
100,7861
110,8010
120,8704
130,9258
140,9629
150,9895
160,10813
170,12024
180,11898
190,12414
200,13456
210,14128
220,14875
230,15460
240,15452
250,16415
2,1435
4,1505
6,1576
8,1695
10,1883
12,2049
14,1987
16,1948
18,2358
20,2360
25,2777
30,3024
35,3497
40,3612
45,4105
50,4592
60,4798
70,5715
80,5957
90,6934
100,7229
110,7991
120,8772
130,9208
140,9704
150,10244
160,10543
170,11712
180,12483
190,12805
200,13462
210,13879
220,14858
230,14592
240,15119
250,15114
2,1455
4,1469
6,1461
8,1543
10,1946
12,1957
14,1969
16,2107
18,2295
20,2587
25,2847
30,3056
35,3473
40,3759
45,4005
50,4332
60,4648
70,5614
80,6096
90,7079
100,7140
110,7708
120,8622
130,9129
140,10171
150,10629
160,10887
170,11256
180,11820
190,11750
200,13536
210,14269
220,14700
230,14970
240,15072
250,16536
2,1359
4,1668
6,1649
8,1667
10,1689
12,1920
14,1984
16,2305
18,2285
20,2629
25,2677
30,3194
35,3389
40,3474
45,3823
50,4406
60,5004
70,5231
80,6084
90,6568
100,7798
110,8249
120,8426
130,8892
140,9430
150,9935
160,10497
170,11815
180,11639
190,12250
200,12692
210,13675
220,13889
230,15323
240,15908
250,16793
2,1497
4,1516
6,1581
8,1775
10,1909
12,2111
14,1994
16,2156
18,2372
20,2417
25,2867
30,3152
35,3518
40,3680
45,3761
50,4395
60,5076
70,5696
80,6178
90,6751
100,7488
110,7577
120,8165
130,9211
140,9650
150,10262
160,11085
170,10971
180,11482
190,12332
200,13057
210,13615
220,14428
230,15471
240,14769
250,15475
2,1232
4,1635
6,1714
8,1685
10,1694
12,1929
14,2113
16,2354
18,2348
20,2283
25,2810
30,3037
35,3234
40,3726
45,4083
50,4335
60,4988
70,5361
80,5986
90,8223
100,7433
110,7660
120,8660
130,9355
140,9843
150,10266
160,10743
170,11394
180,11777
190,13204
200,13966
210,13042
220,13681
230,14960
240,15961
250,17159
2,1312
4,1307
6,1516
8,1677
10,1827
12,2014
14,1927
16,2230
18,2152
20,2467
25,2784
30,3339
35,3401
40,3851
45,4276
50,4155
60,5155
70,5423
80,6347
90,6663
100,6964
110,8206
120,8297
130,9177
140,9908
150,10436
160,11307
170,11286
180,12494
190,11995
200,13017
210,14335
220,13810
230,15613
240,16012
250,16647
2,1199
4,1320
6,1583
8,1689
10,1755
12,1893
14,2047
16,2142
18,2447
20,2594
25,3711
30,3363
35,3421
40,3847
45,3918
50,4289
60,4921
70,5715
80,6209
90,6682
100,7687
110,7875
120,8622
130,9327
140,9910
150,10759
160,10938
170,11281
180,12241
190,12512
200,12755
210,13538
220,14476
230,15039
240,16183
250,16984
2,1297
4,1441
6,1654
8,1758
10,1798
12,2022
14,1991
16,2345
18,2585
20,2556
25,2689
30,3019
35,3365
40,3772
45,3837
50,4109
60,4685
70,5553
80,6208
90,6591
100,7789
110,7762
120,8695
130,8930
140,9776
150,10084
160,11105
170,11789
180,12438
190,12775
200,13164
210,14333
220,13791
230,14144
240,16021
250,16009
2,1332
4,1422
6,1763
8,1661
10,1722
12,1931
14,2011
16,2224
18,2207
20,2264
25,2719
30,3077
35,3353
40,3577
45,3864
50,4532
60,5152
70,5365
80,5823
90,7072
100,7825
110,7621
120,8850
130,9253
140,9877
150,10281
160,10372
170,10806
180,11998
190,12835
200,12669
210,13678
220,14284
230,14574
240,14778
250,16603
2,1259
4,1347
6,1569
8,1634
10,1832
12,2020
14,1964
16,2356
18,2526
20,2564
25,2740
30,2979
